limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,default,util_rate_1,util_rate_2,util_rate_3,util_rate_4,util_rate_5,util_rate_6,util_rate_mean,util_rate_max,util_rate_std,pay_ratio_1,pay_ratio_2,pay_ratio_3,pay_ratio_4,pay_ratio_5,pay_ratio_6,pay_ratio_mean,pay_ratio_min,full_payment_count,minimal_payment_count,bill_trend,bill_growth_rate,bill_recent_vs_avg,pay_amt_mean,pay_trend,pay_consistency,debt_to_limit,debt_to_limit_max,pay_status_mean,pay_status_max,severe_delay_count,age_utilization,behavior_stability,crisis_indicator
50000,1,2,1,38,0,0,0,0,0,0,25809,14888,20803,18395,18386,18420,2000,20000,700,665,727,505,0,0.5161696766064678,0.2977540449191016,0.4160516789664206,0.367892642147157,0.367712645747085,0.368392632147357,0.3889955534222649,0.5161696766064678,0.0728739731310433,0.0774893452150329,1.3432735576600174,0.0336473755047106,0.0361491628614916,0.0395388045901995,0.0274143640410401,0.2595854349787487,0.0274143640410401,1,5,7389,0.4011182889093969,1.32686128509858,4099.5,1495,1.90433310975102,0.5161696766064678,0.5161696766064678,0.0,0,0,14.781831030046066,2.0916623117967568,0
60000,2,3,2,51,0,0,0,0,0,0,56793,57455,59295,19212,19232,19218,2342,3057,700,700,682,700,0,0.9465342244295928,0.957567373877102,0.988233529441176,0.3201946634222763,0.3205279912001467,0.3202946617556374,0.6422254073543219,0.988233529441176,0.3528734801907619,0.0412367503609536,0.0532059314954051,0.0118051807879114,0.0364336647061885,0.0354598866531482,0.0364222904417503,0.0357606174075595,0.0118051807879114,0,6,37575,1.9550965190696707,1.4737966619235243,1363.5,1642,0.7763256306611489,0.9465342244295928,0.988233529441176,0.0,0,0,32.75349577507041,1.3257656231768833,0
180000,1,2,1,47,-1,-1,-1,-1,-1,-1,1473,1473,390,390,390,780,1473,390,390,390,780,0,1,0.0081832878706229,0.0081832878706229,0.0021666546296965,0.0021666546296965,0.0021666546296965,0.004333309259393,0.004533308148288,0.0081832878706229,0.0029491642929364,0.9993215739484396,0.2645861601085482,0.9974424552429668,0.9974424552429668,1.9948849104859336,0.0,0.8756129258381424,0.0,1,1,693,0.8873239436619719,1.802937576499388,570.5,1473,0.8858828276874903,0.0081832878706229,0.0081832878706229,-1.0,-1,0,0.213065482969539,1.5356411164180304,0
50000,2,2,1,47,0,0,0,0,0,0,50732,50713,45549,40043,39844,39599,2000,2106,1600,1606,1581,2000,0,1.014619707605848,1.014239715205696,0.9109617807643848,0.8008439831203376,0.7968640627187457,0.7919641607167857,0.8882489016886329,1.014619707605848,0.1073505477231166,0.039422072418347,0.0415269945182789,0.0351262349066959,0.040105883528119,0.0396787551763081,0.0505050505050505,0.0410608318421332,0.0351262349066959,0,6,11133,0.2811363636363636,1.1422438702220754,1815.5,0,0.134349404042408,1.014619707605848,1.014619707605848,0.0,0,0,41.747698379365744,0.2552030639728409,0
150000,1,3,1,62,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-1.5,1,0,0.0,0.0,0
140000,2,2,1,36,-1,-1,-1,-1,-1,-1,326,501,1251,0,2106,652,501,1251,0,2106,652,0,1,0.0023285547960371,0.0035785458675295,0.0089356504596395,0.0,0.015042749694645,0.0046571095920743,0.0057571017349876,0.015042749694645,0.0054255262031874,1.5321100917431192,2.49203187250996,0.0,2106.0,0.3094447081158044,0.0,351.7222644453948,0.0,3,2,-326,-0.4992343032159265,0.4039653035935563,751.6666666666666,501,1.0771286864070853,0.0023285547960371,0.015042749694645,-1.0,-1,0,0.2072556624595538,2.0183667210693463,0
120000,1,1,1,35,1,2,2,2,2,2,114127,117131,114496,120538,115975,116937,7000,1500,9975,0,8000,0,1,0.9510504079132672,0.976083532637228,0.954125382288481,1.004474962708644,0.9664502795810036,0.9744668794426712,0.9711085740952158,1.004474962708644,0.0192966466450103,0.0613346418056918,0.0128060649523614,0.0871201865551062,0.0,0.0689797889218459,0.0,0.0383734470391675,0.0,0,6,-2810,-0.0240298277719817,0.9793366799673918,4412.5,7000,1.002741643089412,0.9510504079132672,1.004474962708644,1.8333333333333333,2,5,33.98880009333255,1.022612213253293,0
200000,2,1,1,39,0,0,0,0,0,0,193162,191772,174199,173102,152178,129082,7294,5443,6000,5500,5000,5000,0,0.9658051709741452,0.9588552057239714,0.8709906450467748,0.8655056724716377,0.7608861955690222,0.6454067729661351,0.8445749437919478,0.9658051709741452,0.1229344522702781,0.0377608548220932,0.0283825147439942,0.0344431687715269,0.0317729906471869,0.0328560445265115,0.0387347675526599,0.0339917235106621,0.0283825147439942,0,6,64080,0.4964247809548895,1.1435331588227342,5706.166666666667,2294,0.1510673719981059,0.9658051709741452,0.9658051709741452,0.0,0,0,32.93842280788596,0.2966242884008006,0
500000,1,1,2,31,1,-2,-1,0,0,0,0,0,399,35528,10389,0,0,399,35129,0,0,1307,0,0.0,0.0,0.0007979984040031,0.0710558578882842,0.0207779584440831,0.0,0.015438635789395,0.0710558578882842,0.0284646673915973,0.0,399.0,87.8225,0.0,0.0,1307.0,298.97041666666667,0.0,3,3,0,0.0,0.0,6139.166666666667,-1307,2.3144498034530754,0.0,0.0710558578882842,-0.3333333333333333,1,0,0.4785977094712477,4.157940433451705,0
120000,2,2,1,36,2,2,0,0,2,2,117922,114621,115581,118481,116444,117283,0,4400,9000,0,9000,4400,1,0.9826751443737968,0.9551670402746644,0.9631669736085532,0.9873334388880092,0.9703585803451638,0.977350188748427,0.9726752277064358,0.9873334388880092,0.0121575254659353,0.0,0.0383870461168013,0.0778667958678687,0.0,0.0772897075872729,0.0375157736775689,0.0385098872082519,0.0,0,6,639,0.0054483134954469,1.010272182860276,4466.666666666667,-4400,0.9009744718044304,0.9826751443737968,0.9873334388880092,1.3333333333333333,2,4,35.01630819743169,0.913473424139769,1
500000,1,1,2,28,-2,-2,-2,-1,2,-1,17155,0,0,1116,969,6745,0,0,1116,3,6745,5003,0,0.0343099313801372,0.0,0.0,0.0022319955360089,0.0019379961240077,0.0134899730200539,0.0086616493433679,0.0343099313801372,0.0135480137315854,0.0,0.0,1116.0,0.0026857654431512,6.953608247422681,0.7416246664690187,187.2829864465558,0.0,2,3,10410,1.5431366735843464,3.960216998191682,2144.5,-5003,1.3854334151952934,0.0343099313801372,0.0343099313801372,-1.0,2,1,0.2425261816143034,2.949210202653982,0
50000,2,3,2,23,0,0,0,0,0,0,47333,11354,12367,12612,12875,13131,1193,1206,451,466,469,638,0,0.9466410671786564,0.2270754584908302,0.247335053298934,0.2522349553008939,0.2574948501029979,0.2626147477050459,0.365566022012893,0.9466410671786564,0.2849311074711783,0.0252038703680229,0.1062087186261558,0.0364650711513583,0.0369460080868944,0.0364243553898726,0.0485836125494974,0.0483052726953002,0.0252038703680229,0,5,34202,2.6044776119402986,2.58937982093036,737.1666666666666,555,0.493960960471875,0.9466410671786564,0.9466410671786564,0.0,0,0,8.408018506296541,1.2733428039409238,0
30000,2,3,2,51,0,0,0,0,-1,-1,17261,20543,18180,7200,18183,8975,5000,8180,2200,18183,8975,3000,0,0.5753474884170527,0.6847438418719376,0.6059798006733109,0.2399920002666578,0.6060797973400887,0.2991566947768407,0.501883270557648,0.6847438418719376,0.1845064148506318,0.2896535743251072,0.3981697819314642,0.121005445245036,2.525065963060686,0.4935657721073471,0.3342245989304813,0.6936141892666869,0.121005445245036,1,0,8286,0.9231283422459892,1.146300969584274,7589.666666666667,2000,0.7711195451579643,0.5753474884170527,0.6847438418719376,-0.3333333333333333,0,0,25.59604679844005,1.1387232742012507,0
240000,1,1,1,35,-2,-2,-2,-2,-2,-2,2007,21790,17102,13367,22659,22707,21817,1120,13434,22772,22820,8050,0,0.0083624651563951,0.0907912883696318,0.0712580364248482,0.055695601268328,0.0944121066162224,0.0946121057828925,0.069188600603053,0.0946121057828925,0.0335720667788225,10.86503984063745,0.0513973658849983,0.7854762322399579,1.7034709754637942,1.0070609002647837,0.3545006165228113,2.461157655168966,0.0513973658849983,3,1,-20700,-0.9115730139158006,0.1208575041650776,15002.166666666666,13767,0.6046217829291657,0.0083624651563951,0.0946121057828925,-2.0,-2,0,2.4216010211068566,1.0898179690620178,0
170000,2,2,1,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-1.5,1,0,0.0,0.0,0
80000,1,1,2,26,1,1,-2,-2,-2,-2,74384,0,0,0,0,0,5000,0,0,0,0,0,0,0.9297883776452794,0.0,0.0,0.0,0.0,0.0,0.1549647296075465,0.9297883776452794,0.3795845156668539,0.0672178530617732,0.0,0.0,0.0,0.0,0.0,0.0112029755102955,0.0,0,6,74384,74384.0,5.999516063987095,833.3333333333334,5000,2.4465538781294227,0.9297883776452794,0.9297883776452794,-1.0,1,0,4.02908296979621,4.895846054862638,0
360000,1,1,2,29,-1,-1,-1,-2,-1,0,2273,1170,0,0,7972,8275,1175,0,0,7972,435,2947,0,0.0063138713503573,0.0032499909722472,0.0,0.0,0.0221443829322696,0.0229860472609798,0.009115715419309,0.0229860472609798,0.0106825265854906,0.5167106420404574,0.0,0.0,7972.0,0.0545591370876708,0.3560898985016916,1328.8212266129383,0.0,1,3,-6002,-0.7252295795070082,0.6924248578391552,2088.1666666666665,-1772,1.4775754850038718,0.0063138713503573,0.0229860472609798,-1.0,0,0,0.2643557471599616,2.6490987140767492,0
50000,2,2,2,24,2,0,0,2,2,2,20632,21994,23914,23231,24851,24301,1700,2600,0,2000,0,2200,1,0.4126317473650527,0.4398712025759485,0.4782704345913082,0.4646107077858443,0.497010059798804,0.4860102797944041,0.4630674053185602,0.497010059798804,0.0316032042009434,0.0823922842049144,0.1182086837917708,0.0,0.0860881542699724,0.0,0.0905275285984692,0.0628694418108545,0.0,0,5,-3669,-0.1509752283762653,0.8910450661848859,1416.6666666666667,-500,0.801059194353395,0.4126317473650527,0.497010059798804,1.3333333333333333,2,4,11.113617727645446,0.8693037716519305,0
70000,2,2,1,27,2,0,0,0,0,0,76062,73367,70935,52943,50971,50681,3000,3500,5450,5900,3100,2650,1,1.0865844773646092,1.048085027356752,1.0133426665333352,0.7563177668890444,0.7281467407608463,0.7240039428008171,0.8927467702842341,1.0865844773646092,0.173451195154275,0.0394409897059016,0.047704721404427,0.0768298184278786,0.1114385010577213,0.0608177038374009,0.0522868079397024,0.0647530903955053,0.0394409897059016,0,5,25381,0.5007892348368257,1.217105596522342,3933.3333333333335,350,0.3516106278511087,1.0865844773646092,1.0865844773646092,0.3333333333333333,2,1,24.10416279767432,0.5458968750260889,0
250000,2,2,1,29,2,2,2,0,0,2,128413,124320,108995,84196,95286,93613,5300,0,3100,12500,0,2100,1,0.5136499454002184,0.4972780108879564,0.4359782560869756,0.3367826528693885,0.3811424754300982,0.3744505021979912,0.4232136404787714,0.5136499454002184,0.0713376952616996,0.0412727584219789,0.0,0.0284414106939704,0.1484613466037982,0.0,0.0224325421411327,0.0401013429768133,0.0,0,5,34800,0.3717392697673425,1.213678014079382,3833.3333333333335,3200,1.2243421274798327,0.5136499454002184,0.5136499454002184,1.3333333333333333,2,4,12.27319557388437,1.3929024341430776,0
150000,2,1,1,39,1,2,2,2,2,2,80762,77506,75239,71245,69214,24036,0,3700,0,2000,0,2000,1,0.5384097439350405,0.5167032219785201,0.5015899894000707,0.4749635002433317,0.4614235905093966,0.160238931740455,0.4422214963011359,0.5384097439350405,0.1409107876466191,0.0,0.0477376236985046,0.0,0.0280717513965696,0.0,0.0832050588675791,0.0265024056604422,0.0,0,6,56726,2.3599450846611476,1.217493115716267,1283.3333333333333,-2000,1.1965519135461211,0.5384097439350405,0.5384097439350405,1.8333333333333333,2,5,17.2466383557443,1.5151901176693627,0
100000,2,2,1,41,-2,-2,-2,-1,-1,-2,390,390,0,944,0,0,780,0,944,0,0,0,0,0.0038999610003899,0.0038999610003899,0.0,0.0094399056009439,0.0,0.0,0.0028733046002873,0.0094399056009439,0.0037415487009436,1.9948849104859336,0.0,944.0,0.0,0.0,0.0,157.66581415174764,0.0,2,4,390,390.0,1.3526011560693645,287.3333333333333,780,1.5542629234861134,0.0038999610003899,0.0094399056009439,-1.6666666666666667,-1,0,0.1178054886117805,2.851922848259753,0
360000,1,1,2,32,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-2.0,-2,0,0.0,0.0,0
30000,2,3,1,47,-2,-2,-2,-2,-2,-2,6911,10507,4785,4567,11762,4209,10523,4790,4736,55762,4209,22815,0,0.2303589880337322,0.350221659278024,0.1594946835105496,0.1522282590580314,0.3920535982133928,0.140295323489217,0.2374420852638245,0.3920535982133928,0.1090401847556759,1.5224247685185186,0.4558431671107727,0.9895528625156708,12.207092819614711,0.3578168834481,5.419239904988124,3.491995067699316,0.3578168834481,3,0,2702,0.6418052256532066,0.9700329847708612,17139.166666666668,-12292,1.1788191165921826,0.2303589880337322,0.3920535982133928,-2.0,-2,0,11.159778007399751,1.6379832099117184,0
490000,1,1,1,29,-1,-1,-1,-1,0,-1,115,109,1375,230,115,113,109,1381,230,0,113,0,1,0.0002346933985849,0.0002224485256152,0.0028061167222107,0.0004693867971698,0.0002346933985849,0.0002306117742616,0.0006996584360712,0.0028061167222107,0.0010363696812131,0.9396551724137931,12.554545454545456,0.1671511627906976,0.0,0.9741379310344828,0.0,2.439248286797405,0.0,1,2,2,0.0175438596491228,0.3344643722733882,305.5,109,1.7416092688559923,0.0002346933985849,0.0028061167222107,-0.8333333333333334,0,0,0.0202900946460653,3.218552109856903,0
180000,2,2,1,60,2,2,2,0,0,0,178854,177159,177477,176197,170173,139649,2600,5022,5000,6000,7000,6000,1,0.9936278131788157,0.9842111988266732,0.9859778556785797,0.978866784073422,0.9454003033316482,0.775823467647402,0.94398457045609,0.9936278131788157,0.084074965127705,0.0145369153783791,0.0283472567170918,0.0281725058880537,0.0340525999160035,0.0411343683523922,0.0429645542427497,0.031534700082445,0.0145369153783791,0,6,39205,0.2807375581811672,1.052582845764898,5270.333333333333,-3400,0.2854671618804776,0.9936278131788157,0.9936278131788157,1.0,2,3,56.6390742273654,0.3745305565217651,1
420000,2,1,1,36,-1,-1,-1,-1,-1,-1,0,1493,0,11511,14916,15564,0,0,11511,14916,15564,11339,0,0.0,0.0035547534410632,0.0,0.0274070776021961,0.0355142011566639,0.0370570546260604,0.0172555144709972,0.0370570546260604,0.0179541152838093,0.0,0.0,11511.0,1.2956914523974985,1.0433733324394985,0.728493414712496,1919.011259699925,0.0,3,2,-15564,-0.9999357532926436,0.0,8888.333333333334,-11339,0.7982922641350885,0.0,0.0370570546260604,-1.0,-1,0,0.6211985209559026,1.838634371283659,0
20000,1,1,2,33,2,0,0,-2,-2,-2,16339,20650,0,0,0,0,5000,0,0,0,0,0,1,0.8169091545422729,1.0324483775811208,0.0,0.0,0.0,0.0,0.3082262553538989,1.0324483775811208,0.4823421342175983,0.3059975520195838,0.0,0.0,0.0,0.0,0.0,0.0509995920032639,0.0,0,5,16339,16339.0,2.649925665630491,833.3333333333334,5000,2.4465538781294227,0.8169091545422729,1.0324483775811208,-0.6666666666666666,2,1,10.171466426678666,4.01119640168442,0
480000,1,1,1,47,0,0,0,0,0,0,69046,70490,71931,73362,74897,76461,2548,2602,2618,2709,2800,6098,0,0.1438455336551382,0.1468538607211235,0.1498559378001296,0.152837181589205,0.1560350915935592,0.1592934181387122,0.1514535039163113,0.1592934181387122,0.0057612483208916,0.036902399814619,0.0369125136542253,0.0363954846243674,0.0369259708572441,0.0373841758124382,0.0797520336899374,0.0440454297421386,0.0363954846243674,0,6,-7415,-0.0969762757971279,0.949753893345377,3229.1666666666665,-3550,0.4359676122077565,0.1438455336551382,0.1592934181387122,0.0,0,0,7.118314684066631,0.4740068052522522,0
350000,1,1,2,27,1,-2,-2,-2,-1,-1,21872,68309,162651,13514,36306,14974,137308,164395,49,36491,15049,14158,0,0.0624912500249999,0.1951680138056748,0.4647158150976711,0.0386113182533764,0.1037311321967651,0.0427827349064717,0.1512500440474931,0.4647158150976711,0.1641818430207091,6.277511086727929,2.4066022544283414,0.0003012566706834,2.700036995930448,0.4144930729611369,0.9454424040066778,2.124064511787536,0.0003012566706834,3,1,6898,0.4606343906510851,0.4131573644972799,61241.666666666664,123150,1.1576992851574277,0.0624912500249999,0.4647158150976711,-1.1666666666666667,1,0,4.0837511892823155,2.2431782527505777,0
360000,1,2,1,57,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-1.5,1,0,0.0,0.0,0
240000,2,1,2,27,-2,-2,-2,-2,-2,-2,3293,9051,2804,3958,12157,3874,9079,2804,3958,12157,3874,937,0,0.0137207761634326,0.037712342865238,0.0116832846529806,0.0164915979516752,0.0506539556085183,0.0161415994100024,0.0244005927753078,0.0506539556085183,0.0159561482180309,2.756223436551305,0.309765797613787,1.4110516934046349,3.0707249305380144,0.3186379338707024,0.2418064516129032,1.3513683739318914,0.2418064516129032,3,0,-581,-0.1499354838709677,0.5622172267592408,5468.166666666667,8142,0.7767279278306756,0.0137207761634326,0.0506539556085183,-2.0,-2,0,0.6588160049333128,1.430540896867292,0
280000,2,1,2,30,-1,-1,-1,-1,-1,-1,29989,168,1206,300,460,861,168,1206,300,460,861,7595,1,0.1071031889171824,0.0005999978571505,0.0043071274745447,0.0010714247449116,0.0016428512755311,0.0030749890178963,0.0196332632145361,0.1071031889171824,0.042873107521593,0.0056018672890963,7.136094674556213,0.2485501242750621,1.528239202657807,1.8676789587852496,8.810904872389791,3.266178283325537,0.0056018672890963,4,1,29128,33.791183294663576,5.454198241891483,1765.0,-7427,1.6317132862484152,0.1071031889171824,0.1071031889171824,-1.0,-1,0,0.5889978964360841,3.815013615891382,0
150000,2,2,1,39,0,0,0,0,0,0,32891,30930,28901,27587,25531,26586,5000,1650,2000,2000,3000,2000,0,0.2192718715208565,0.2061986253424977,0.1926720488530076,0.1839121072526183,0.1702055319631202,0.1772388184078772,0.1915831672233296,0.2192718715208565,0.0184557330834874,0.152012647452268,0.0533445410752966,0.069199363365857,0.0724952878062926,0.1174996083346388,0.0752247338925038,0.0899626969878095,0.0533445410752966,0,4,6305,0.2371459735961184,1.1444859422844946,2608.3333333333335,3000,0.4817882878792565,0.2192718715208565,0.2192718715208565,0.0,0,0,7.471743521709855,0.5781176844502942,0
320000,1,2,2,30,0,0,0,0,0,0,29668,30282,30737,26875,26318,25880,1353,1224,739,742,751,703,0,0.0927122102743429,0.0946309542782678,0.0960528248349223,0.0839841125496482,0.0822434929890844,0.0808747472664147,0.0884163903654467,0.0960528248349223,0.0067825678619752,0.0456031548080488,0.0404187167717861,0.024041902531069,0.0276082750409287,0.0285345187887077,0.0271627835091379,0.032228225241613,0.024041902531069,0,6,3788,0.1463621962057107,1.0485491794587845,918.6666666666666,650,0.3151401100588307,0.0927122102743429,0.0960528248349223,0.0,0,0,2.6524917109634036,0.3918490564344283,0
20000,2,2,2,22,-1,-1,2,0,0,-1,631,1170,780,390,0,780,1800,0,0,0,2000,0,1,0.031548422578871,0.0584970751462426,0.0389980500974951,0.0194990250487475,0.0,0.0389980500974951,0.0312567704948085,0.0584970751462426,0.0198856951498031,2.848101265822785,0.0,0.0,0.0,2000.0,0.0,333.80801687763716,0.0,2,4,-149,-0.1907810499359795,1.007718924673942,633.3333333333334,1800,1.5499612405415264,0.031548422578871,0.0584970751462426,-0.1666666666666666,2,1,0.687648950885789,2.1851496174771876,0
50000,2,3,1,36,0,0,0,0,0,2,45260,46605,47317,48259,50245,50265,2075,1787,1729,2765,1000,2000,1,0.9051818963620728,0.9320813583728326,0.9463210735785283,0.9651606967860644,1.004879902401952,1.005279894402112,0.9598174703172604,1.005279894402112,0.0401559346306149,0.045845208899494,0.0383427026563103,0.0365400059174098,0.057293825113966,0.0199020817577518,0.0397883261051207,0.0396186917416754,0.0199020817577518,0,6,-5005,-0.0995702860780647,0.9430574703862036,1892.6666666666667,75,0.30248547297148,0.9051818963620728,1.005279894402112,0.3333333333333333,2,1,34.55342893142137,0.3443216545013344,0
280000,1,1,2,33,0,0,0,0,0,0,275487,207378,107293,6283,5783,5283,8879,4743,1640,0,0,0,0,0.9838786290048964,0.7406330691676101,0.38318791718601,0.0224392055742658,0.0206534976660797,0.0188677897578937,0.3616100180594594,0.9838786290048964,0.4195480251584462,0.0322300789871065,0.0228711682475081,0.0152851044792812,0.0,0.0,0.0,0.0117310586189826,0.0,0,6,270204,51.136260408781226,2.7208010363564235,2543.6666666666665,8879,1.419092561077404,0.9838786290048964,0.9838786290048964,0.0,0,0,11.93313059596216,2.579303452950237,0
450000,2,2,1,53,-2,-2,-2,-2,-2,-2,2542,2545,1158,1103,110,187,2557,1273,1109,0,187,2014,0,0.0056488763358303,0.0056555429876822,0.0025733276148275,0.0024511056642096,0.0002444439012357,0.0004155546321008,0.0028314751893143,0.0056555429876822,0.0023939019328399,1.005505308690523,0.5,0.9568593615185504,0.0,1.6846846846846846,10.712765957446807,2.4766358853900945,0.0,3,1,2355,12.52659574468085,1.9934649065481636,1190.0,543,0.8382208148308046,0.0056488763358303,0.0056555429876822,-2.0,-2,0,0.1500681850336628,1.6830188258201515,0
260000,2,1,2,53,0,0,0,0,0,0,235073,235704,198181,143561,110982,72514,30000,10087,6030,5001,10002,148,0,0.9041234456790552,0.9065503594216944,0.7622316837242934,0.5521555686324283,0.4268522044145984,0.278898927311818,0.6384686981973146,0.9065503594216944,0.2604916180769682,0.1276193879374154,0.0427950191977259,0.0304265775902957,0.0348351235006478,0.0901219105628789,0.0020409570433703,0.054639829305389,0.0020409570433703,0,5,162559,2.2417292973867475,1.416072552687142,10211.333333333334,29852,1.0153141096272646,0.9041234456790552,0.9065503594216944,0.0,0,0,33.83884100445767,1.4233059964948898,0
500000,1,1,1,56,0,0,0,0,0,0,87161,89009,92651,93725,95517,97581,3248,5140,3510,3461,3646,3770,0,0.1743216513566972,0.178017643964712,0.1853016293967412,0.1874496251007498,0.1910336179327641,0.1951616096767806,0.1852142962380742,0.1951616096767806,0.007851870965503,0.0372639452972625,0.0577463206381305,0.0378836938220437,0.0369267865907005,0.0381708159718587,0.0386341743354307,0.0411042894425711,0.0369267865907005,0,6,-10420,-0.1067819884814822,0.9411787996040674,3795.8333333333335,-522,0.179554494132977,0.1743216513566972,0.1951616096767806,0.0,0,0,10.372000589332156,0.2219474753400946,0
470000,1,1,2,35,0,0,0,0,0,0,393780,371511,318025,248281,254175,256613,15107,13111,10000,10014,9598,10044,0,0.8378280046212667,0.7904472543675439,0.6766474964946884,0.5282563228588876,0.5407967217091028,0.5459839447150112,0.6533266241277501,0.8378280046212667,0.1365391517116369,0.0383639637260304,0.0352909192704407,0.031443969989875,0.0403331695410863,0.0377612363086994,0.0391404989595267,0.0370556262992764,0.031443969989875,0,6,137167,0.534526565191299,1.2823987959124854,11312.333333333334,5063,0.1999683200428978,0.8378280046212667,0.8378280046212667,0.0,0,0,22.866431844471258,0.408958283118991,0
150000,2,2,2,23,0,0,-1,0,0,-2,15952,29836,1860,1535,0,0,20039,1860,0,0,0,0,0,0.1063459576936153,0.1989053406310624,0.0123999173338844,0.0102332651115659,0.0,0.0,0.054647413461688,0.1989053406310624,0.0815024369276721,1.2561273741615997,0.0623387069745617,0.0,0.0,0.0,0.0,0.2197443468560269,0.0,1,5,15952,15952.0,1.945800890442985,3649.8333333333335,20039,2.2086509220362904,0.1063459576936153,0.1989053406310624,-0.5,0,0,1.2568905096188248,3.699892505510777,0
100000,2,3,1,46,0,0,2,2,2,2,91983,100538,101670,98047,101891,98173,11000,3700,0,7500,0,3800,0,0.919820801791982,1.005369946300537,1.016689833101669,0.980460195398046,1.01889981100189,0.981720182798172,0.987160128398716,1.01889981100189,0.036932574775691,0.1195860149591233,0.0368016391649011,0.0,0.0764931462140992,0.0,0.0387067859107299,0.0452645977081422,0.0,0,5,-6190,-0.0630513170493206,0.931775360116696,4333.333333333333,7200,0.9934906582263284,0.919820801791982,1.01889981100189,1.3333333333333333,2,4,45.40936590634094,1.030903231517358,0
100000,1,1,2,38,1,2,2,2,2,2,24796,27085,26352,33871,33192,35637,3000,0,8000,0,3000,0,0,0.2479575204247957,0.2708472915270847,0.2635173648263517,0.3387066129338706,0.3319166808331916,0.3563664363356366,0.3015519844801552,0.3563664363356366,0.0459758248893822,0.1209823769004315,0.0,0.3035707509581452,0.0,0.0903805019130539,0.0,0.0858222716286051,0.0,0,4,-10841,-0.3041977664290925,0.8222439606718286,2333.3333333333335,3000,1.345619761746651,0.2479575204247957,0.3563664363356366,1.8333333333333333,2,5,11.4589754102459,1.498078716358861,0
220000,1,2,2,39,-1,-1,0,0,0,0,3553,15696,17257,21624,26246,30781,15696,5000,5000,5000,5000,5000,0,0.0161499265912427,0.0713451302494079,0.0784405525429429,0.0982904623160803,0.1192994577297375,0.1399130003954527,0.0872397549708107,0.1399130003954527,0.0431468242512084,4.416432189082724,0.3185322036057845,0.2897207092362962,0.2312138728323699,0.1904979616718101,0.1624325904749529,0.9348049211506564,0.1624325904749529,1,0,-27228,-0.8845429146904035,0.1851115375598065,6782.666666666667,10696,0.6436966804778358,0.0161499265912427,0.1399130003954527,-0.3333333333333333,0,0,3.4023504438616192,1.1382484626695182,0
300000,2,1,2,37,1,2,0,0,0,0,34085,29305,25945,22318,18636,15374,0,1380,753,630,1000,500,0,0.1136162879457068,0.0976830077233075,0.0864830450565164,0.0743930853563821,0.0621197929340235,0.0512464958450138,0.0809236191434917,0.1136162879457068,0.0230545367092749,0.0,0.0470893332423394,0.0290218145378863,0.0282270711053362,0.0536567044052154,0.032520325203252,0.0317525414156716,0.0,0,6,18711,1.2169756097560975,1.4039363213861562,710.5,-500,0.6560595273357975,0.1136162879457068,0.1136162879457068,0.5,2,1,2.994173908309194,0.9409403489513444,0
230000,2,1,2,31,-2,-2,-2,-1,-1,-1,0,0,196,533,1238,957,0,196,533,1238,957,1187,0,0.0,0.0,0.0008521702079556,0.0023173812287772,0.0053825852931074,0.0041608514745588,0.0021188313673998,0.0053825852931074,0.002255867064916,0.0,196.0,2.7055837563451774,2.3183520599250937,0.7723970944309927,1.2390396659707723,33.839228762778674,0.0,4,1,-957,-0.9989561586638832,0.0,685.1666666666666,-1187,0.7609789261578808,0.0,0.0053825852931074,-1.5,-1,0,0.0656837723893954,1.8234738356413605,0
