default,revolvingutilizationofunsecuredlines,age,numberoftime3059dayspastduenotworse,debtratio,monthlyincome,numberofopencreditlinesandloans,numberoftimes90dayslate,numberrealestateloansorlines,numberoftime6089dayspastduenotworse,numberofdependents,total_late_payments,has_late_payments,income_to_debt,age_group
0,0.014866329,70,0,1174.0,5400.0,10,0,2,0,0,0,0,0.0008517880308449481,3
0,0.524376262,67,0,2709.0,5400.0,8,0,1,0,0,0,0,0.0003691397677594065,3
0,0.9999999,39,0,0.315138051,3150.0,3,0,1,0,0,0,0,3.163175064933895,1
0,0.105255675,68,0,0.009427225,7000.0,3,0,0,0,0,0,0,95.9027929290871,3
0,0.9999999,48,1,0.255108767,1516.0,1,0,0,0,0,1,1,3.9045910521290352,2
1,0.9999999,33,1,0.165912878,4200.0,4,0,0,1,1,2,1,5.99114946660976,1
0,0.403048681,24,1,143.0,5400.0,4,0,0,0,0,1,1,0.006992958091202159,0
0,0.015133285,83,0,266.0,5400.0,4,0,0,0,0,0,0,0.00375938436321668,3
0,0.0,77,0,0.0,5400.0,2,0,0,0,0,0,0,1000.0,3
0,0.01505639,61,0,0.384535624,6750.0,9,0,1,0,0,0,0,2.5937940303021128,3
0,0.025377214,43,0,0.272636651,6018.0,12,0,2,0,3,0,0,3.6544812120215577,1
0,0.9999999,39,2,0.453234358,4714.0,5,0,1,0,3,2,1,2.20150673851052,1
0,0.270325142,62,0,0.091542836,5450.0,8,0,0,0,1,0,0,10.805806729329108,3
0,0.213512045,39,0,0.189581042,10000.0,9,0,0,0,1,0,0,5.247111619843069,1
0,0.9999999,37,0,0.323707317,5124.0,4,0,1,0,3,0,0,3.0796965379132493,1
0,0.407338181,61,0,0.480096919,8666.0,13,0,1,0,0,0,0,2.0785832552795873,3
0,0.403155011,67,1,0.188452887,4000.0,4,0,0,0,1,1,1,5.278357146386479,3
0,0.9999999,57,0,0.24739605,12000.0,7,0,1,0,1,0,0,4.02582891314093,2
0,0.008373953,40,0,0.18879225,19200.0,11,0,3,0,0,0,0,5.268919041741694,1
0,0.9999999,76,0,0.0,5400.0,1,0,0,0,0,0,0,1000.0,3
0,0.133047625,61,0,0.014962412,13700.0,5,0,0,0,2,0,0,62.64717387322167,3
0,0.038191752,77,0,0.020829862,6000.0,11,0,0,0,0,0,0,45.80880996865669,3
0,0.288322876,63,0,0.208742025,10500.0,17,0,1,0,0,0,0,4.767761730153984,3
0,0.9999999,54,0,0.314210785,6100.0,5,0,2,0,0,0,0,3.172480281726401,2
0,0.012365736,53,0,28.0,5400.0,7,0,0,0,0,0,0,0.03571301024963394,2
0,0.037783103,50,0,2.332666933,2500.0,12,0,2,0,2,0,0,0.428510163922351,2
0,0.865994331,51,0,0.657447517,3000.0,3,0,1,0,2,0,0,1.5187239289111025,2
0,0.529173817,60,0,971.0,5400.0,12,0,0,0,0,0,0,0.0010298650567816098,2
0,2.0,32,0,4726.0,5400.0,10,0,3,0,0,0,0,0.00021159538476610564,1
0,0.088491151,30,0,1593.0,5400.0,5,0,2,0,0,0,0,0.0006277459963929715,0
0,0.365649586,45,0,0.278418705,6500.0,7,0,1,0,3,0,0,3.5788584733437943,1
0,0.23775365,61,1,0.24194086,21000.0,11,0,2,0,0,1,1,4.116228122350435,3
0,0.203178072,63,1,1162.0,5400.0,10,0,1,0,0,1,1,0.00086058445732835,3
0,0.111722854,54,0,0.519863194,3800.0,11,0,1,0,0,0,0,1.9198899279491035,2
0,0.013121012,69,0,389.0,5400.0,11,0,0,0,0,0,0,0.0025706874789524965,3
1,0.799712358,51,0,0.287638669,3785.0,10,1,0,1,0,2,1,3.4645392575587297,2
0,0.071921923,46,1,0.018703682,8500.0,8,0,1,0,1,1,1,50.75193560269598,2
0,0.229214682,57,3,0.494238982,12410.0,26,0,2,0,1,3,1,2.0192271536492257,2
0,0.103057285,38,0,0.441199841,5033.0,5,0,1,0,0,0,0,2.2614209849975953,1
0,0.003928291,77,0,1.0,5400.0,4,0,0,0,0,0,0,0.9990009990009991,3
0,0.0619283,71,0,0.00839904,5833.0,2,0,0,0,0,0,0,106.3938444777339,3
0,0.181922502,35,0,0.258343467,7400.0,3,0,1,0,1,0,0,3.855890458964212,1
0,0.014101219,31,0,0.009196321,2500.0,10,0,0,0,0,0,0,98.07458984470966,1
0,0.019468165,34,0,0.12138522,2800.0,6,0,0,0,0,0,0,8.170921292620138,1
0,0.043156564,46,0,0.03149775,4666.0,16,0,0,0,2,0,0,30.7713610942296,2
0,0.790010499,63,0,2197.0,5400.0,4,0,0,0,0,0,0,0.00045516592846339167,3
0,8.55e-05,64,0,1028.0,5400.0,10,0,0,0,0,0,0,0.0009727616996481521,3
0,0.605426305,44,0,0.208958208,5000.0,4,0,1,0,1,0,0,4.762852614935635,1
0,0.211989976,61,0,0.727893668,5416.0,5,0,2,0,0,0,0,1.371942224088576,3
0,0.0,47,0,1561.0,5400.0,6,0,1,0,3,0,0,0.0006406145800034722,2
0,0.9999999,40,0,1.0,0.0,1,0,0,0,0,0,0,0.9990009990009991,1
0,0.0,27,0,3427.0,5400.0,20,0,2,0,0,0,0,0.00029180032337311837,0
0,0.014123644,43,0,0.296855117,5500.0,10,0,1,0,0,0,0,3.357336983403243,1
0,0.189406539,61,0,0.235540601,15750.0,7,0,0,0,1,0,0,4.2276040382598,3
0,0.0,59,0,0.258225739,2400.0,6,1,0,0,1,1,1,3.857641620996594,2
0,0.147928014,90,0,0.203253246,6700.0,19,0,1,0,0,0,0,4.895883025526067,3
0,0.49990002,47,0,0.435554627,4786.0,5,0,3,0,1,0,0,2.2906640730668513,2
0,0.011627456,52,0,701.0,5400.0,5,0,0,0,0,0,0,0.0014265314885428123,2
1,0.9999999,26,98,0.0,5400.0,0,98,0,98,0,294,1,1000.0,0
0,0.026139123,68,0,13.0,5400.0,6,0,0,0,0,0,0,0.07691716021844473,3
0,0.368747472,65,1,0.280908749,7966.0,5,0,1,0,0,1,1,3.547247127119137,3
0,0.449883786,65,0,4098.0,5400.0,9,0,1,0,0,0,0,0.0002440214143432371,3
0,0.056102998,59,0,0.009410658,8500.0,4,0,0,0,0,0,0,96.05540783301113,2
0,0.0,74,0,0.0,5400.0,2,0,0,0,0,0,0,1000.0,3
0,0.059831304,77,0,0.652555301,2621.0,12,0,1,0,1,0,0,1.5300924014691757,3
0,0.274523138,44,0,0.353637197,12000.0,11,0,1,0,2,0,0,2.819783171250364,1
0,0.574144902,31,1,0.458252175,7700.0,14,0,3,0,2,1,1,2.1774529429283596,1
0,0.012564671,70,0,0.000596258,13416.0,5,0,0,0,0,0,0,626.4651453587077,3
0,0.12852275,56,1,1547.0,5400.0,22,0,1,0,2,1,1,0.0006464119932695583,2
0,0.726665566,43,0,0.381452318,8000.0,8,0,2,0,0,0,0,2.6147050310203634,1
0,0.491908364,50,0,0.207266263,18000.0,12,1,1,0,2,1,1,4.80154579813054,2
0,0.010124578,44,0,0.269168467,3703.0,6,0,1,0,0,0,0,3.7013942119307353,1
0,0.088398667,38,0,0.281674047,7000.0,6,0,1,0,2,0,0,3.5376434823533693,1
0,0.193501329,55,0,0.190113757,12218.0,9,0,2,0,1,0,0,5.232485696987267,2
0,0.045067285,57,0,0.279553029,5100.0,16,0,1,0,1,0,0,3.564388534903325,2
0,0.9999999,76,0,0.0,5400.0,4,0,0,0,0,0,0,1000.0,3
0,0.04631473,56,0,451.0,5400.0,8,0,0,0,0,0,0,0.002217289983835956,2
0,0.439933578,54,0,0.185141854,10256.0,17,0,0,0,1,0,0,5.372246910144131,2
1,0.0,46,0,0.008660893,1500.0,4,1,0,0,0,1,1,103.51009994624721,2
0,0.799783446,63,0,0.539213508,4500.0,13,0,1,0,2,0,0,1.851119946449025,3
0,0.120730981,68,0,0.138014838,7817.0,5,0,1,0,0,0,0,7.193476713615276,3
0,0.623723819,35,0,0.534225504,6500.0,9,0,3,0,1,0,0,1.8683713547402254,1
1,0.600626321,32,1,0.507436787,4033.0,13,0,0,0,0,1,1,1.9668128380332954,1
0,0.9999999,45,2,0.015681288,4718.0,4,1,0,0,1,3,1,59.94740933673706,1
0,0.027178492,90,0,0.01047028,34000.0,3,0,0,0,0,0,0,87.18182991173713,3
0,0.054465797,41,1,0.318210224,8000.0,9,0,2,0,3,1,1,3.1327317385673714,1
0,0.351443124,32,0,0.636363636,9250.0,5,0,2,0,1,0,0,1.5689630589467767,1
0,0.200463963,27,1,0.04575268,6250.0,4,0,0,0,0,1,1,21.389148172896185,0
0,0.003038423,45,1,0.459592309,6916.0,15,0,4,0,0,1,1,2.1711174512903124,1
0,0.0,52,0,1724.0,5400.0,10,0,1,0,3,0,0,0.0005800460672586617,2
0,1.784053156,26,2,0.141130466,2812.0,2,0,0,0,1,2,1,7.035789216366883,0
0,0.350947254,50,0,0.555887181,6700.0,11,0,1,0,1,0,0,1.795695850287493,2
0,0.0,30,0,1.329529244,1401.0,5,0,2,0,2,0,0,0.7515806244090342,0
0,0.329190599,54,1,0.401466341,4500.0,17,0,0,0,0,1,1,2.4846798306544597,2
0,0.104743403,76,0,0.204592186,5835.0,12,0,1,0,0,0,0,4.863998089888494,3
0,0.0,40,0,0.0,8750.0,5,0,0,0,0,0,0,1000.0,1
0,0.104013191,64,0,0.213508109,4500.0,12,0,1,0,1,0,0,4.661828425330065,3
0,0.9999999,35,0,0.0,2670.0,0,0,0,0,1,0,0,1000.0,1
0,0.054947253,39,0,0.33338431,6538.0,9,0,1,0,1,0,0,2.9905709391687663,1
0,0.005160957,45,0,1841.0,5400.0,4,0,2,0,0,0,0,0.0005431827576410877,1
0,0.294984475,31,0,0.582781457,4831.0,7,0,2,0,1,0,0,1.71296979033714,1
0,0.027209178,52,0,285.0,5400.0,9,0,0,0,1,0,0,0.0035087596183873042,2
0,0.328326371,68,0,0.409716758,5083.0,8,0,1,0,0,0,0,2.4347679526628907,3
0,0.703447841,60,0,0.354541649,7166.0,9,0,0,0,1,0,0,2.812610007329971,2
0,0.240635911,52,0,1557.0,5400.0,5,0,1,0,0,0,0,0.0006422603453690781,2
0,0.01219756,43,0,0.350308642,2591.0,5,0,2,0,0,0,0,2.8464998592320425,1
0,0.608087886,33,0,0.816240319,4260.0,20,0,2,0,1,0,0,1.2236302795530576,1
0,0.020684215,81,0,0.288888889,179.0,8,0,0,0,0,0,0,3.4495975456306645,3
0,0.050866801,80,0,0.00999643,2800.0,9,0,0,0,0,0,0,90.93860461986299,3
0,0.499283357,72,0,0.356374307,3066.0,10,0,1,0,0,0,0,2.7981866083058957,3
0,0.070417346,51,0,0.182145948,6933.0,6,0,1,0,2,0,0,5.460126259522815,2
0,0.108669142,78,0,1701.0,5400.0,12,0,1,0,0,0,0,0.000587889131164532,3
0,0.9999999,29,0,0.0,9030.0,0,1,0,0,0,1,1,1000.0,0
0,0.215418091,43,0,0.094312455,4166.0,4,0,0,0,3,0,0,10.491808232197984,1
0,0.385598775,38,0,1453.0,5400.0,12,0,0,0,0,0,0,0.0006882307720366332,1
0,0.325051493,54,2,0.342892007,9833.0,21,0,1,0,5,2,1,2.9078896271061048,2
0,0.015206973,48,0,0.789862318,13000.0,10,0,3,0,0,0,0,1.2644425929014866,2
1,0.982003599,74,1,1.15739731,2750.0,12,0,1,0,0,1,1,0.8632616731473592,3
0,0.067058197,47,0,0.16600755,11125.0,12,0,1,0,3,0,0,5.98775324828129,2
0,0.824602894,53,1,0.303282786,6000.0,14,0,0,0,0,1,1,3.2864166032711424,2
0,0.144482594,36,0,0.490746152,5132.0,9,0,2,0,1,0,0,2.0335695478914495,1
0,0.9999999,56,0,0.339486233,6500.0,8,0,2,0,0,0,0,2.936976309406319,2
0,0.9999999,48,1,343.0,5400.0,1,0,0,0,0,1,1,0.0029154433952087604,2
0,0.061407664,65,0,146.0,5400.0,11,0,0,0,0,0,0,0.006849268155697564,3
0,0.003282895,79,0,0.163627639,2083.0,3,0,0,0,1,0,0,6.074314167865823,3
0,0.0,56,0,1385.0,5400.0,8,0,1,0,0,0,0,0.0007220211393349175,2
0,0.0,40,0,0.348249577,7083.0,7,0,2,0,1,0,0,2.8632819217415975,1
0,0.0,46,0,1197.0,5400.0,3,0,1,0,0,0,0,0.000835421190124319,2
0,0.97720926,32,0,0.394691486,2900.0,6,0,0,0,2,0,0,2.5272214221965847,1
0,0.986036871,59,0,0.199681685,8167.0,6,0,0,0,2,0,0,4.983015764492908,2
0,0.659983034,43,1,0.266852812,5013.0,7,0,0,0,2,1,1,3.733393696833767,1
0,0.931825674,60,0,5979.0,5400.0,6,0,2,0,0,0,0,0.0001672520208643551,2
0,0.06414567,58,0,44.0,5400.0,2,0,0,0,0,0,0,0.022726756210086137,2
0,0.469068257,73,0,0.377242525,6019.0,8,0,2,0,0,0,0,2.643806377931725,3
0,0.141217111,43,0,0.445477003,8500.0,10,0,2,0,0,0,0,2.2397570161077254,1
0,0.006865253,70,0,0.298740252,3333.0,11,0,1,0,0,0,0,3.336221923240393,3
0,0.06959536,66,0,0.318274907,8300.0,3,0,1,0,0,0,0,3.1320970676846835,3
0,0.011925043,66,0,0.001480933,2700.0,5,0,0,0,0,0,0,403.07416604962725,3
0,0.034627728,63,0,0.28242887,11000.0,13,0,4,0,0,0,0,3.528222089725722,3
0,0.215304348,33,0,0.220696302,8300.0,8,0,1,0,1,0,0,4.5106751487447,1
0,0.001833055,51,0,0.27797542,6183.0,8,0,1,0,1,0,0,3.584545190397061,2
0,0.01529847,53,0,0.166219325,10431.0,5,0,1,0,0,0,0,5.980170055105772,2
0,0.006772419,51,0,0.404103853,7163.0,5,0,1,0,2,0,0,2.4685028113025624,2
0,0.807027567,41,0,0.549468861,4800.0,7,0,2,0,2,0,0,1.81663318463349,1
0,0.223172869,43,0,64.0,5400.0,2,0,0,0,0,0,0,0.015624755863189637,1
0,0.172807769,27,0,0.253929671,6170.0,4,0,1,1,0,1,1,3.9226504944573515,0
0,0.00565689,69,0,0.006458558,928.0,4,0,0,0,0,0,0,134.07417358690515,3
0,0.017291017,46,0,0.464250187,16083.0,5,0,2,1,2,1,1,2.1493811887495275,2
1,0.566167332,47,0,0.742309513,4225.0,14,0,2,0,0,0,0,1.345334591459749,2
0,0.166840021,60,0,2366.0,5400.0,10,0,1,0,0,0,0,0.00042265409017155946,2
0,0.046789882,57,0,0.246997598,4995.0,15,0,1,0,1,0,0,4.0322971192648405,2
0,0.493315428,57,0,0.341170748,12333.0,11,0,1,0,1,0,0,2.922517502869649,2
0,0.636412641,31,0,0.183243869,9500.0,11,0,0,0,0,0,0,5.4275890179010515,1
0,0.377716861,52,0,1.992002,4000.0,11,0,3,0,0,0,0,0.501755642994839,2
0,0.897712907,44,0,0.555420071,8200.0,8,0,2,0,0,0,0,1.7972033219484636,1
0,0.727034953,47,0,2.019988242,1700.0,10,0,2,0,3,0,0,0.4948074309479332,2
0,0.41091713,54,0,0.55024372,5333.0,13,0,2,0,1,0,0,1.8140796234377057,2
1,1.010786635,35,0,0.304461942,2666.0,4,0,0,0,2,0,0,3.27373025082123,1
0,0.184486822,38,0,0.408898993,3078.0,4,0,1,0,0,0,0,2.4396254127904142,1
0,0.68573015,46,0,0.474350433,1500.0,3,0,1,0,0,0,0,2.1037111372527137,2
1,0.9999999,29,1,0.108844703,5833.0,1,1,0,0,0,2,1,9.103761698914148,0
0,0.9999999,52,0,0.289604452,5030.0,4,0,1,0,0,0,0,3.4411035106922587,2
0,0.106689331,45,0,4345.0,5400.0,10,0,2,0,0,0,0,0.0002301495442693799,1
0,0.420485175,31,0,0.123830094,4166.0,5,0,0,1,0,1,1,8.010888784558633,1
0,0.155391054,68,0,226.0,5400.0,8,0,0,0,0,0,0,0.004424759182481493,3
0,0.551382574,55,0,0.411293844,13741.0,18,0,3,0,0,0,0,2.4254545988321863,2
0,0.027525515,62,0,0.021760439,5100.0,14,0,0,0,0,0,0,43.935883661997906,3
0,0.022733189,56,0,905.0,5400.0,5,0,1,0,0,0,0,0.0011049711547280057,2
0,0.147742613,47,0,1207.0,5400.0,2,0,1,0,0,0,0,0.0008284997278378394,2
0,0.312585189,41,1,0.368441101,10500.0,11,0,2,0,0,1,1,2.7067914135520077,1
0,0.039125221,29,0,777.0,5400.0,7,0,0,0,0,0,0,0.001286999630631106,0
0,0.855983587,34,0,0.208168283,7320.0,10,0,0,0,0,0,0,4.780839550133899,1
0,0.365453818,78,0,0.268208492,2896.0,3,0,1,0,0,0,0,3.7145930745750766,3
0,0.026679944,36,0,0.359606732,6000.0,9,0,2,0,2,0,0,2.7731040805971423,1
0,0.441009956,52,0,0.281054588,5916.0,10,0,1,0,1,0,0,3.545412989346587,2
0,0.000111099,27,0,0.121930804,3583.0,6,0,0,0,0,0,0,8.134657607868569,0
0,0.412599594,39,0,0.458677088,6908.0,7,0,2,0,2,0,0,2.1754401646400963,1
0,1.004116436,51,0,0.436830835,1400.0,5,0,0,0,0,0,0,2.283987147684562,2
1,1.087091291,41,3,0.93760312,6666.0,12,0,3,0,0,3,1,1.065413036342773,1
0,0.0,52,0,1682.0,0.0,12,0,1,0,0,0,0,0.0005945299675802809,2
0,0.356863109,46,0,2211.0,5400.0,17,0,1,0,1,0,0,0.00045228382981283134,2
0,0.9999999,39,0,0.347738015,1480.0,1,0,0,1,0,1,1,2.8674820552614544,1
0,0.836138627,56,0,0.233896083,6100.0,6,0,0,0,1,0,0,4.257201683520623,2
0,0.004989649,63,0,0.190944575,6404.0,8,0,1,0,1,0,0,5.209837266825593,3
0,0.038960636,43,0,387.0,5400.0,5,0,0,0,0,0,0,0.0025839726512334594,1
0,0.731570737,67,0,1.210263246,3000.0,6,0,1,0,0,0,0,0.8255843668189699,3
0,0.0,42,0,0.04521346,11500.0,3,0,1,0,1,0,0,21.63871737801065,1
0,0.026624334,61,0,0.082660364,15230.0,5,0,1,0,1,0,0,11.953091669550947,3
0,0.527100985,39,0,0.253932863,8072.0,6,0,0,0,7,0,0,3.9226013791717387,1
0,0.999501496,47,5,0.56111444,3337.0,12,1,1,1,1,7,1,1.7789971736004504,2
0,0.0,38,0,0.476225311,4100.0,6,0,2,0,3,0,0,2.095446274432833,1
0,0.682653227,57,1,0.656098258,3500.0,10,0,2,0,1,1,1,1.521842415232822,2
0,0.001589684,77,0,0.000380916,10500.0,19,0,0,0,0,0,0,724.1570088260256,3
0,0.697130366,35,1,0.433084364,8166.0,9,0,2,0,0,1,1,2.303699655949828,1
0,0.098890111,76,0,0.003511941,9965.0,5,0,0,0,0,0,0,221.634103814744,3
0,0.101399835,60,0,0.229885057,2000.0,4,0,0,0,0,0,0,4.331159465205234,2
0,0.666278227,73,0,0.240515933,2635.0,3,0,0,0,0,0,0,4.140513578456126,3
0,0.472783607,64,0,0.311539794,8656.0,21,0,1,0,0,0,0,3.199592561323567,3
0,0.352599627,38,0,0.514226945,5833.0,19,0,2,0,0,0,0,1.9408922800029413,1
1,0.912257769,34,0,1608.0,1.0,9,0,3,0,3,0,0,0.0006218901605160693,1
0,0.003578493,51,0,0.047506871,7640.0,10,0,0,0,2,0,0,20.615636081741904,2
0,0.844003355,46,0,0.260423441,13838.0,11,0,1,1,2,1,1,3.825211680233373,2
0,0.01948618,47,0,0.06572693,6100.0,5,0,0,0,0,0,0,14.986452995814433,2
0,0.230941245,48,0,0.643932218,9500.0,8,0,3,0,1,0,0,1.5505505417315033,2
0,0.281933111,54,0,0.271281722,6225.0,5,0,1,0,0,0,0,3.6726666507566748,2
0,0.72697777,59,2,0.414868106,7505.0,14,2,2,0,2,4,1,2.4046085419207404,2
0,0.832703346,59,2,0.360940276,7316.0,8,0,0,0,0,2,1,2.7628867697498247,2
0,0.004904354,58,0,20.0,5400.0,7,0,0,0,0,0,0,0.049997500124993745,2
0,0.0424845,38,0,0.899621212,3167.0,7,0,2,0,0,0,0,1.1103447117121643,1
0,0.01446097,57,0,0.137572339,13650.0,20,0,1,0,1,0,0,7.21644743255723,2
0,0.669107448,68,0,2535.0,5400.0,7,0,1,0,0,0,0,0.0003944771619419479,3
0,0.446369087,30,0,52.0,5400.0,8,0,0,0,0,0,0,0.01923039941539586,0
1,0.841881879,44,4,0.388193467,13500.0,10,1,2,1,2,6,1,2.5694162024564506,1
0,0.979268049,32,0,0.680741762,7980.0,10,0,1,0,0,0,0,1.4668310726136797,1
0,0.328263721,54,0,0.317280453,6000.0,12,0,0,0,1,0,0,3.1418831743336746,2
0,0.0,26,0,0.0,5400.0,5,0,0,0,0,0,0,1000.0,0
0,0.0,46,0,0.39254339,4666.0,7,0,1,0,3,0,0,2.5410158712105417,2
0,0.134610344,69,0,506.0,5400.0,9,0,1,0,0,0,0,0.001976280679287195,3
0,0.020795841,24,0,0.001411433,2833.0,1,0,0,0,0,0,0,414.6911815505552,0
0,0.136693636,63,0,0.887905605,4067.0,10,0,2,0,0,0,0,1.1249788440697255,3
0,0.464442952,55,0,0.137287571,3000.0,3,0,0,0,0,0,0,7.231307866417004,2
1,0.213299431,58,0,0.744167498,5014.0,16,0,2,0,0,0,0,1.3419801624251733,2
0,0.932922256,40,0,0.386175378,3500.0,8,0,2,0,1,0,0,2.5828088685949444,1
0,0.602957217,54,0,0.414589494,7100.0,8,0,1,0,2,0,0,2.406220596134704,2
0,0.012082614,50,0,0.431268749,5666.0,8,0,1,0,0,0,0,2.3133756541812835,2
0,0.0,64,0,0.030967921,7200.0,2,0,0,0,0,0,0,31.281358584438447,3
0,0.329451968,64,0,0.335514358,2750.0,8,0,0,0,0,0,0,2.9716414061595553,3
0,0.025422099,45,0,0.324438472,10417.0,10,0,2,0,1,0,0,3.0727774557643572,1
0,0.025350563,61,0,0.04854831,2100.0,19,0,0,0,0,0,0,20.18232307015113,3
0,0.244592755,44,0,0.319730264,8600.0,10,0,2,0,2,0,0,3.1178847531519507,1
0,0.0,54,2,0.447095844,7626.0,8,0,1,0,2,2,1,2.231665420222018,2
0,0.03189138,28,0,0.195957327,1780.0,4,0,0,0,0,0,0,5.077241934746606,0
0,0.008066129,75,0,0.00149925,2000.0,1,0,0,0,0,0,0,400.1200360108033,3
0,0.386201617,37,0,0.421929678,6000.0,15,0,1,0,2,0,0,2.3644592754259257,1
0,0.004236468,70,0,0.414675447,5314.0,6,0,2,0,0,0,0,2.4057230399754643,3
0,1.036215548,53,3,6611.0,5400.0,13,0,3,1,0,4,1,0.0001512630235572495,2
1,0.506188855,44,0,2591.0,5400.0,6,0,1,1,0,1,1,0.0003859512211689613,1
0,0.9999999,61,0,0.213046291,17000.0,7,0,2,0,0,0,0,4.671886606061303,3
0,0.0,42,0,0.328358209,6833.0,6,0,1,0,4,0,0,3.0362079118544147,1
0,0.03966226,33,0,0.363433944,8083.0,9,0,1,0,1,0,0,2.7439814991547546,1
0,0.035492387,81,0,0.206376414,5833.0,5,0,1,0,0,0,0,4.822149157232509,3
0,0.859865191,66,0,1446.0,5400.0,16,0,0,0,0,0,0,0.0006915624539678742,3
0,0.684629724,57,0,0.350448391,5686.0,16,0,2,0,0,0,0,2.845367984626795,2
0,0.975267491,56,3,0.480274221,7730.0,13,0,2,0,2,3,1,2.0778175027163983,2
0,0.03959901,62,0,0.218970983,4100.0,9,0,1,0,0,0,0,4.54605414933296,3
0,0.015432819,51,0,7793.0,5400.0,10,0,5,0,0,0,0,0.00012832027097134981,2
0,0.184353622,28,0,1322.0,5400.0,4,0,0,0,0,0,0,0.0007564290798569744,0
0,0.012303906,22,0,1.0,5400.0,2,0,0,0,0,0,0,0.9990009990009991,0
0,0.25539007,51,0,0.483601874,8750.0,19,0,2,0,2,0,0,2.063549593289439,2
0,0.958415585,50,3,0.464712491,9790.0,27,0,3,0,1,3,1,2.1472475386106833,2
0,0.083728278,63,0,2505.0,5400.0,15,0,2,0,1,0,0,0.0003992014374445359,3
0,0.160913741,49,0,0.162168823,8114.0,7,0,0,0,3,0,0,6.128621764955675,2
0,0.250608397,64,0,0.298127024,7100.0,22,0,1,0,0,0,0,3.3430613744881836,3
0,0.419302818,40,0,0.362050819,6650.0,13,0,2,0,1,0,0,2.754435323281835,1
1,1.01147308,38,2,0.551918234,6750.0,6,0,1,0,0,2,1,1.8085856795961626,1
0,0.129396303,52,0,2061.0,5400.0,5,0,1,0,0,0,0,0.0004852011231435598,2
0,0.301048752,31,0,0.080542485,7225.0,7,0,0,0,1,0,0,12.263545806826956,1
0,0.0,59,0,2344.0,5400.0,21,0,1,0,0,0,0,0.00042662097840401943,2
0,0.906460234,63,0,0.324470831,3873.0,11,0,1,0,0,0,0,3.0724719537155694,3
1,0.9999999,27,98,0.0,5400.0,0,98,0,98,0,294,1,1000.0,0
0,0.693984405,32,0,0.456059204,6485.0,16,0,2,0,0,0,0,2.187900366622964,1
1,0.816593654,56,2,1.634355361,5250.0,17,0,1,0,0,2,1,0.6114878905515143,2
0,0.033721806,81,0,0.011070545,8490.0,11,0,0,0,0,0,0,82.8463006434258,3
0,0.063014738,60,0,0.459231282,4500.0,20,0,3,0,1,0,0,2.1728205776329648,2
0,0.151896203,57,0,1.286595818,2916.0,13,0,2,0,0,0,0,0.7766412301286304,2
0,0.99918974,58,0,0.764891602,4750.0,8,0,1,0,2,0,0,1.3056677960545127,2
0,0.0,64,0,0.001199815,10834.0,3,0,0,0,1,0,0,454.5836809004394,3
0,0.293402287,56,0,0.753943218,3486.0,20,0,1,0,0,0,0,1.324602931925405,2
0,0.021428374,69,0,77.0,5400.0,7,0,0,0,1,0,0,0.012986844326697056,3
0,0.013124672,74,0,0.317224048,5172.0,6,0,2,0,0,0,0,3.142440071028196,3
0,0.0,46,0,1925.0,5400.0,9,0,1,0,0,0,0,0.0005194802496206496,2
0,0.098958454,67,0,0.185939394,16499.0,8,0,2,0,1,0,0,5.349327279834875,3
0,0.0,69,0,0.0,9358.0,4,0,0,0,0,0,0,1000.0,3
0,0.0799968,59,0,0.18224734,15039.0,6,0,1,0,2,0,0,5.457105134513822,2
0,0.9999999,65,0,1.0,5400.0,1,1,0,0,0,1,1,0.9990009990009991,3
0,0.297614998,74,0,0.440953584,6333.0,13,0,3,0,0,0,0,2.2626810511395243,3
0,0.458525869,58,0,4362.0,5400.0,12,0,2,0,0,0,0,0.0002292525838485594,2
0,0.001018736,52,0,0.267946578,9583.0,14,0,2,0,2,0,0,3.7182105362203197,2
0,0.384205782,48,0,1663.0,0.0,15,0,2,0,0,0,0,0.0006013225488138612,2
0,0.001085432,93,0,0.001028454,5833.0,18,0,0,0,1,0,0,492.98628413560283,3
0,0.148294445,67,0,0.243046641,2336.0,7,0,0,0,1,0,0,4.097577397100909,3
0,0.054549843,71,0,475.0,5400.0,3,0,1,0,0,0,0,0.002105258725771104,3
0,0.642983178,31,0,0.119411513,7000.0,6,0,0,0,0,0,0,8.304853706140209,1
0,0.0,47,0,0.432064907,8750.0,10,0,1,0,0,0,0,2.3091226830808527,2
0,0.047126786,66,0,8489.0,5400.0,13,0,9,0,0,0,0,0.00011779949136535617,3
0,0.396276538,59,2,0.30212896,9816.0,7,0,1,0,3,2,1,3.2989259752680837,2
0,0.917200718,81,1,0.463043478,3219.0,13,0,1,0,0,1,1,2.1549704874852265,3
0,0.012391542,82,0,0.116543665,3251.0,13,0,1,0,0,0,0,8.507476774694748,3
0,0.0,59,0,0.04691601,9143.0,6,0,1,0,0,0,0,20.86985122509157,2
0,0.506415276,60,1,0.328624212,4600.0,10,0,2,0,0,1,1,3.0337577265106965,2
0,0.940191161,61,0,5111.0,5400.0,12,0,2,0,0,0,0,0.0001956563890322072,3
1,0.915080014,61,0,0.913833848,5500.0,11,1,0,0,0,1,1,1.09309466651916,3
0,0.02142792,76,0,0.391288697,8333.0,4,0,2,0,1,0,0,2.549143035849437,3
0,0.019778408,56,0,0.219864112,13098.0,20,0,3,0,2,0,0,4.527670842241677,2
0,0.649783406,27,0,0.106493506,3849.0,5,0,1,0,1,0,0,9.302887562342603,0
