sample_id,true_label,model_prob,mcdm_ensemble,final_risk_score,model_prediction,mcdm_prediction,final_prediction,mcdm_topsis_equal,mcdm_topsis_weighted,mcdm_saw_equal,mcdm_saw_weighted,mcdm_wpm_equal,mcdm_wpm_weighted,mcdm_vikor_equal,mcdm_vikor_weighted,criteria_Payment_Behavior_Risk,criteria_Financial_Capacity_Risk,criteria_Severe_Default_Risk,criteria_Interaction_Risk,criteria_Other_Risk
185,0,0.39674327,0.4371383172650735,0.4129013024719398,0,0,0,0.6273813961269015,0.6787252925708986,0.40735313128741135,0.3650572176102366,0.469333501984451,0.37047048921591025,0.27264931268022335,0.2726493089922507,-0.35509112,0.19695555,-0.23469481,-0.01265114,-0.03179248
186,0,0.18989533,0.3587381608926065,0.2574324709233764,0,0,0,0.8863862386533998,0.8285533929276057,0.12484852213608055,0.16800209400071234,0.2799651370420026,0.22019723175940686,0.09652869593643292,0.09652869264906141,-0.59662765,-0.3761513,-0.28194866,-0.01518066,-0.19900335
187,1,0.808248,0.5987975145828446,0.7244678197483905,1,1,1,0.16176871248821828,0.2981728661555717,0.844550772964494,0.7443084758819692,0.893916153915143,0.7827661483864574,0.6668612322845223,0.6668612243535573,0.59514844,0.06988806,0.64262325,0.011691378,0.10109475
188,0,0.37993446,0.44975702397746264,0.40786350044696495,0,0,0,0.6408365354384054,0.6842256795484192,0.39309689622093535,0.3489898572067728,0.47811970400468917,0.37534208360533566,0.32869376197275096,0.3286937563607064,-0.32353783,-0.0011698825,-0.21534836,-0.0018752986,0.03388443
189,0,0.29216558,0.4012443631105334,0.3357970916912043,0,0,0,0.7392537004685078,0.7593149886720967,0.28729765458188183,0.27158778854012655,0.37914708682876963,0.2916194502116918,0.1889161205806153,0.18891611732613786,-0.5189356,-0.044677086,-0.26779485,-0.015218499,-0.056483734
190,1,0.6188069,0.4490277740860509,0.5508952666721554,1,0,1,0.5272218113894613,0.3806098378484123,0.5158151171861817,0.5821665877536621,0.5373984381486882,0.5308018735558757,0.33257119753431047,0.332571204327746,0.58919173,0.21543561,-0.23057966,-0.013183964,-0.09459749
191,0,0.121337906,0.35830890244580754,0.21612630578413586,0,0,0,0.9029421294992839,0.9756050365342595,0.07812071323764869,0.04008486741245934,0.220349373689033,0.10404609110320277,0.139187831033658,0.1391878256470971,-1.1506493,-0.39367327,-0.2654491,-0.003543916,-0.18472604
192,0,0.13512883,0.34810643633229393,0.22031987454502924,0,0,0,0.9343382362654715,0.9286328018282288,0.05589239416038927,0.07929759119645005,0.2260246763742786,0.15315159776433115,0.0762475176037307,0.07624751372738642,-0.8852862,-0.45882523,-0.2834893,-0.0119849555,-0.23498763
193,0,0.43555772,0.46641575135805213,0.44790095821228826,0,0,0,0.5898394468466552,0.6351487641894276,0.44838603153143697,0.3986724144782523,0.510437854350895,0.41178808649456206,0.37538161078378957,0.37538160473099325,-0.20640361,0.13734102,-0.21268381,0.00067161396,0.0036433218
194,1,0.6449613,0.4699896076227447,0.5749726513586529,1,0,1,0.49152228049752794,0.37495287171142955,0.551489986868038,0.6000182948415543,0.6073687892707719,0.5848561744286392,0.36211174339019303,0.3621117500527976,0.5735003,0.22398509,-0.16253649,-0.014338914,-0.04186711
195,0,0.6197107,0.49129460187414253,0.5683442510432362,1,0,1,0.4658918668744471,0.4536901967299378,0.5791259541668955,0.5605209157628198,0.6340392383073654,0.5655093396271744,0.4078217887135234,0.4078217839560855,0.29485482,0.24919778,-0.13406026,-0.0063970555,0.06650458
196,0,0.22284931,0.3911823794898487,0.29018254640329266,0,0,0,0.7390879316513723,0.8666317127721401,0.27551862352447376,0.17919360320034203,0.3396936599850756,0.18056136695087502,0.20112876970965293,0.2011287658717846,-1.0407974,0.122512825,-0.24735996,-0.012040111,-0.089674234
197,0,0.10590577,0.35224771593733045,0.20444255508869255,0,0,0,0.9339373163032838,0.998722642071209,0.03799094992315255,0.012487923377785731,0.20176623214036005,0.0902264142782799,0.12585464414179626,0.12585463846346132,-1.1787822,-0.4854848,-0.23139924,-0.0019411268,-0.25387472
198,0,0.35774374,0.4498850273800422,0.39460026096155365,0,0,0,0.6505197257979614,0.695780923022692,0.38156681207476406,0.3373351730478299,0.453177785618576,0.35426711546227296,0.34385414273665044,0.3438541364752903,-0.37387487,0.18665652,-0.23698601,0.0017742417,-0.18096118
199,0,0.29837263,0.3910755274528128,0.33545378974413326,0,0,0,0.7986134328121437,0.642463211309867,0.2287826492628814,0.30889470783403006,0.3726585107594233,0.3387798385411815,0.2134276825497372,0.2134276775724354,-0.061922844,-0.22748037,-0.25401208,-0.00550071,-0.32436395
200,0,0.23177257,0.4449089739143219,0.31702714158770906,0,0,0,0.7492993484063242,0.824000086588856,0.26206042192467105,0.20192367854206875,0.3784608783099717,0.2634543933106854,0.37814860791849125,0.37814859856004324,-0.6522335,-0.2946683,-0.22386941,0.018973654,-0.0647518
201,1,0.68783677,0.5577853079776907,0.6358162067787227,1,1,1,0.3164219009535962,0.478110437759395,0.7043209981667454,0.6042894799919738,0.79456020714554,0.6514254045102933,0.5319788977338066,0.5319789029992803,0.09610112,0.039348245,0.59746444,-0.009075509,0.047966395
202,0,0.46892616,0.5321480134535387,0.4942149142189246,0,1,0,0.5260194083392957,0.637320352024771,0.5255895686462112,0.4055855380894635,0.5214674133440894,0.40248107385444587,0.6362372328733787,0.6362372342114095,-0.23166148,-0.05057241,-0.21847461,0.025237992,0.33279437
203,0,0.2012539,0.3799422840936886,0.2727292631333632,0,0,0,0.799513849440465,0.8818250692199139,0.2080656843192702,0.1558576601075833,0.32351865959337067,0.19595730288266094,0.1489555543347677,0.1489555508971456,-0.93005663,-0.22493592,-0.2523549,-0.014343658,0.024994327
204,1,0.900103,0.6643773674488205,0.8058127784538325,1,1,1,0.15458222090487267,0.07480098866126472,0.9055224381023822,0.9326430080131605,0.9061787174972787,0.9176534619324451,0.9009825046949292,0.9009825058426476,1.4447047,-0.09196606,0.83879954,-0.0022293027,-0.009159707
205,0,0.4161321,0.509533023191814,0.45349247668318926,0,1,0,0.5533054721627901,0.6968177191404173,0.49114675901184457,0.3706842940741545,0.4972774043108571,0.3575732400408349,0.5452079408354199,0.5452079436919329,-0.51318794,0.426056,-0.22310078,0.0067410497,-0.053400878
206,1,0.48552164,0.48638117931503266,0.4858654642987975,0,0,0,0.5479907887995805,0.6111995774898394,0.49429105499534154,0.4381965153356354,0.543740012873563,0.4406164786915749,0.4213955208950991,0.421395525983428,-0.19026652,0.30936018,-0.19465823,-0.009604115,0.009018592
207,0,0.48019308,0.47544077926677275,0.47829217073838637,0,0,0,0.5844100715282365,0.5382833406780044,0.454205700793857,0.44451012405203216,0.5160552961599576,0.4523208737855866,0.44945629333429477,0.4494562851729845,0.14741291,-0.13186757,-0.20455498,0.012553187,0.078966916
208,0,0.3698859,0.4478195472259971,0.4010593658168973,0,0,0,0.6379153797634238,0.6999796002436256,0.39507046904581056,0.33990223488610216,0.44825059700902664,0.347099438020714,0.33372088903838565,0.3337208833089643,-0.3946223,0.11307507,-0.24828552,-0.0012200729,-0.019874154
209,0,0.76811635,0.5854965235369408,0.6950684283406339,1,1,1,0.2545822487379636,0.34973579473323646,0.7636514139369729,0.6968188381847041,0.8341679648210151,0.7359742939386704,0.6367048630074849,0.636704867132239,0.47099534,-0.025155924,0.66475177,-0.007829903,0.0767241
210,1,0.90409225,0.6697104148050246,0.8103395411165595,1,1,1,0.11821796745291463,0.07848733631083366,0.9414108013254842,0.9327640798690522,0.9309338019245896,0.9202930507392222,0.9156583340482657,0.915658335186668,1.3887049,-0.100901455,0.8333101,0.0066328268,0.097578414
211,1,0.45278782,0.5078829135054556,0.47482586127735005,0,1,0,0.5666444468650973,0.5896701434261977,0.4737697346549812,0.41685897826656126,0.548416879374968,0.45033258887702765,0.5468024432840226,0.5468024325422016,-0.024027355,-0.03998069,-0.16847783,0.027026739,-0.0021741667
212,0,0.79017687,0.5838658603226502,0.7076524771132214,1,1,1,0.18529990729003148,0.3239061432660808,0.8144790596390225,0.7220401309449309,0.87842473304181,0.7660377360003083,0.6119057564316753,0.6119057496261261,0.52192336,0.15102428,0.5504504,0.0053420374,0.07903091
213,0,0.61718005,0.511473375738526,0.5748973918679812,1,1,1,0.466315447376679,0.42501742051811076,0.5812558743632644,0.5637149279895202,0.6181105600786689,0.5587771713220073,0.5251359415134784,0.5251359332852453,0.41875452,0.16682495,-0.1638833,0.013098568,0.024580508
214,0,0.27842158,0.44239488873687993,0.34401090993010053,0,0,0,0.7311892736725498,0.750795585719696,0.29126077272823303,0.2619809049840732,0.402136063620199,0.3094546597906399,0.3590802275437726,0.3590802192672995,-0.43303135,-0.18383914,-0.2404074,0.012976251,-0.12622349
215,0,0.5527984,0.5013495422344717,0.5322188630478109,1,1,1,0.48098975936952265,0.5502720228414384,0.5504089178047878,0.4992901462806201,0.6915598076174,0.566169312464864,0.392846150084947,0.3928461452756492,-0.014879114,-0.05163455,0.40454045,-0.006162625,-0.1381009
216,1,0.8731995,0.607915261682002,0.7670858658536786,1,1,1,0.11882199922935893,0.13674250325089207,0.8864741128846109,0.8605990010930489,0.9211317339656128,0.8819186967585593,0.7014360797111103,0.7014360843270411,1.0841163,0.05008734,0.65568584,-0.0028044898,0.12424495
217,1,0.85061324,0.5919601052780226,0.7471520316513092,1,1,1,0.18952243688696996,0.15230690855305376,0.8290592253521111,0.8304691161195635,0.8759169886827477,0.8488283266707123,0.6755403489218257,0.6755403533922923,1.0998633,-0.028852692,0.6457977,-0.00015525194,0.004544356
218,0,0.21237494,0.37199079693039605,0.2762212890413616,0,0,0,0.8723143342611281,0.7914056518113842,0.15126674720391042,0.20193434680235575,0.3375861864635711,0.2707575657190563,0.11973600969245089,0.1197360061703224,-0.48587853,-0.3207576,-0.24162303,-0.013812736,-0.2668187
219,0,0.4022506,0.4682759780083902,0.42866075886864696,0,0,0,0.6231863456843307,0.6805458479959533,0.41111243378116513,0.36161893734859807,0.47692218136691394,0.3739760180658322,0.39564913803176,0.3956491426371531,-0.3432932,0.003273718,-0.22340146,-0.011126555,0.1602307
220,0,0.35282716,0.44054615598474545,0.38791477422537246,0,0,0,0.6401651763887501,0.7328640014660222,0.3917332578283642,0.32091557634075596,0.4470729811782655,0.3277590685658746,0.29962499575619833,0.2996249909862996,-0.5397731,0.20825057,-0.23989893,-0.006626024,-0.046808254
221,0,0.3744329,0.410166631531732,0.388726393537528,0,0,0,0.6831303333903083,0.6844501846124375,0.35358110453083547,0.35297968793734036,0.48749037235524345,0.3920456371069577,0.1527101079910257,0.1527101069690965,-0.33851916,0.11851266,-0.17975514,-0.027643738,-0.10406128
222,0,0.31067055,0.4097579294484025,0.3503055075423386,0,0,0,0.7109191327936248,0.760490867258275,0.3185918069280549,0.2848299427081158,0.42585663217360054,0.3150008802288083,0.18961203293052764,0.1896120301925174,-0.5626603,0.022088284,-0.23086591,-0.018097516,-0.025671344
223,0,0.5328466,0.45650099020672047,0.5023083857753762,1,0,1,0.5885701646787935,0.44514485573103935,0.44987335015667307,0.5025208115776495,0.5343772096864307,0.5037539069274708,0.3863062031649804,0.38630619683000866,0.45132062,-0.1796667,-0.17405951,0.002363694,0.013397527
224,0,0.31938356,0.40449307874043955,0.3534273714431134,0,0,0,0.7501334065722367,0.6854662881470097,0.28332415345981254,0.3140491746315227,0.417430469983253,0.35122290166292097,0.2003852768786954,0.200385273223487,-0.2526572,-0.06756353,-0.23780368,-0.012912203,-0.20388967
225,0,0.31169772,0.41056811493355605,0.35124587886221637,0,0,0,0.7357075281478214,0.7205984684104307,0.2953294606046959,0.2973108950249349,0.417418526892582,0.3341501163508489,0.2129233133655522,0.21292330953609342,-0.37723094,-0.07357277,-0.2387833,-0.01195609,-0.10887183
226,0,0.64228594,0.5277615971146625,0.5964762344669741,1,1,1,0.433945315612458,0.45798332642391193,0.6200396150895572,0.5716261749274049,0.6363215246237095,0.5587736618086747,0.5428212882793335,0.5428212923756112,0.26212534,0.28015554,-0.16072132,-0.0023308918,0.18785085
227,1,0.8414053,0.586383944415417,0.7393967531773912,1,1,1,0.21149361104238057,0.1596886571471636,0.8073804022356835,0.8206839783100209,0.8624553343316106,0.8413163366546148,0.6601723373196539,0.6601723414513586,1.0755277,0.011390757,0.66336375,-0.0039655706,-0.09581614
228,0,0.25859165,0.40262211326250247,0.31620384837583226,0,0,0,0.7777426627811808,0.7843532291930753,0.24979961738222722,0.24283228677667837,0.3854622867939292,0.2903288446414347,0.1941692195848212,0.19416921552849323,-0.5582087,-0.07195585,-0.24502656,-0.010746621,-0.18558446
229,1,0.6228522,0.46010764186142894,0.5577544043245276,1,0,1,0.5167913333154064,0.3835364826904146,0.523059056642971,0.5822341440491768,0.6121377738829923,0.5877869872865463,0.32772305765378235,0.32772305433880433,0.56300783,0.12095057,-0.12629019,-0.014479898,-0.05973667
230,0,0.628963,0.5849899362749744,0.6113737826040144,1,1,1,0.33035248802897227,0.5527877239391353,0.7056241696569135,0.5382126672153995,0.7801444060461011,0.5883069510463954,0.6677562586937196,0.6677562483204192,-0.09298488,0.03550606,0.38729554,0.02514146,0.15459216
231,0,0.19399115,0.3772152328492078,0.2672807917595257,0,0,0,0.8327650985129937,0.8642194706762076,0.17242236728377802,0.1577444736261194,0.28865271013627386,0.201055835405744,0.1532084288074742,0.15320842463466763,-0.7784489,-0.30982998,-0.2837759,-0.010217296,-0.060230706
232,0,0.12295745,0.3587718050337115,0.21728319389249004,0,0,0,0.9069780875175908,0.9754658900215201,0.07926323859967321,0.044637650200881895,0.23120953383089718,0.11101829573668667,0.13107587044194557,0.1310758653187906,-1.1403695,-0.36853448,-0.25868213,-0.005015461,-0.21033643
233,1,0.40451068,0.5042212320945155,0.44439491087522076,0,1,0,0.6039545111306717,0.7067634823223016,0.4309960312980191,0.35214747407796954,0.46387446865731574,0.3469050148735078,0.5390972611115095,0.5390972636145246,-0.47833884,0.034512334,-0.23573743,-0.015624527,0.29026285
234,0,0.12139438,0.34271653102490723,0.20992324245633054,0,0,0,0.9498654341914792,0.9628105908379285,0.03723031450209713,0.051149783717332725,0.22434798873209477,0.1354170705930652,0.056009978497731275,0.056009974902330006,-1.0048039,-0.469363,-0.26282516,-0.013596697,-0.24692383
235,1,0.34553853,0.4392156645692878,0.383009384872019,0,0,0,0.6551377484858547,0.737412044396196,0.37641879510798093,0.3176603625296053,0.4608986797497725,0.3362879451800852,0.28527748010806575,0.2852774863280426,-0.55915815,0.24532998,-0.21357672,-0.013463715,-0.11606051
236,1,0.87752134,0.6193420992403651,0.7742496413433323,1,1,1,0.19163038350430733,0.0879445462424984,0.8253449062761594,0.886915949325346,0.8764742760869849,0.89910736016195,0.7656331006924235,0.7656331040155561,1.3122495,0.04598718,0.60208887,-0.025522044,0.016139815
237,0,0.40258688,0.5251041320309123,0.4515937822002205,0,1,0,0.5604395277173795,0.6883475492900422,0.48244501223539316,0.3546125804642527,0.5230970594832715,0.3847726257338439,0.6119688004808088,0.611968787924271,-0.35173377,-0.07427076,-0.18458194,0.037139047,0.16052918
238,0,0.25024244,0.4134630659707653,0.3155306974843449,0,0,0,0.7245362624059479,0.8382677760086363,0.29544018770555036,0.21361533075125186,0.3740660035989326,0.23460600689789796,0.24663080125550624,0.24663079640312727,-0.8527743,0.029203547,-0.2497217,-0.006306492,-0.035941564
239,0,0.30296078,0.4258012568646467,0.352096981632463,0,0,0,0.6843265368931333,0.7770836682964506,0.34044511066327343,0.2703873986774853,0.3799378671475244,0.2715602928757069,0.28306899768756155,0.28306899252479534,-0.6390973,0.03595753,-0.27513677,-0.0044961832,0.03131364
240,0,0.37790126,0.4543811907010904,0.40849323887179817,0,0,0,0.62050107246103,0.7081152914225839,0.41343085673111246,0.33951614788472995,0.45825532007791403,0.3460291148154194,0.3514469793075342,0.3514469733601957,-0.4354114,0.06959478,-0.2417811,-1.1703814e-06,0.09091225
241,0,0.49248672,0.5181340617318586,0.5027456777246648,0,1,1,0.49828420438598015,0.6570039289243029,0.5578581626949181,0.4226183319980851,0.5387030887606524,0.3978345224949383,0.5432455788030224,0.543245582224235,-0.40431958,0.34615165,-0.21600163,0.0027336802,0.22316012
242,1,0.63054514,0.554170371783266,0.5999952501823463,1,1,1,0.36467628241464295,0.5091805420102025,0.6613781250887582,0.5546280554791964,0.7630652566114097,0.6126458063554957,0.5609201440868494,0.5609201361572281,0.05964776,-0.0031440565,0.44378477,0.011437199,0.0046099797
243,0,0.26131937,0.41034208841954084,0.3209284627748903,0,0,0,0.7570667160990765,0.7922121433073935,0.2660899717825862,0.2389233258073439,0.3759968018573598,0.2769016276436987,0.2302691586466425,0.23026915378698823,-0.5952257,-0.11456382,-0.25713953,-0.0062441975,-0.084169805
244,0,0.23385487,0.3948407975196812,0.2982492439889898,0,0,0,0.8209875439258265,0.7800064042414571,0.20205759759606257,0.22352342281218593,0.3500015093158931,0.2767108736543074,0.19846338825735227,0.19846338325334448,-0.48326144,-0.20610389,-0.26011723,-0.005455083,-0.24995413
245,0,0.6384686,0.5587869949076287,0.606595995701699,1,1,1,0.3579474573498443,0.4956283389921746,0.667974032666741,0.5625194742316713,0.7676358285141951,0.6208477969061308,0.5811962695051555,0.5811962610833296,0.10311462,-0.00557898,0.42674178,0.01421055,0.012014943
246,0,0.23219343,0.4152628532505939,0.3054212083998088,0,0,0,0.7351955411679842,0.8554486763688809,0.2817647965435722,0.19368541150542865,0.3575650046187552,0.21575754279377438,0.26822156135436304,0.2682215556192703,-0.90459704,0.022430593,-0.25481716,-0.0013717695,-0.07583226
247,0,0.2451297,0.44897917174104246,0.32666949734212314,0,0,0,0.7431760647293,0.7894872456259311,0.2674395254923235,0.22119999798506904,0.379160045797664,0.2796644416143465,0.40360045096051084,0.4036004409365065,-0.5285435,-0.3468514,-0.22348598,0.022732597,-0.06683042
248,1,0.3233335,0.4278239042526566,0.3651296717312369,0,0,0,0.6978479238121484,0.7211575157964154,0.33208846420408,0.3081312825708754,0.42591778033654903,0.3327879957063013,0.27154492386932844,0.27154491891901167,-0.42411467,0.11817016,-0.24393922,-0.0056313104,-0.2011996
249,0,0.2570998,0.3888056868365708,0.3097821650525452,0,0,0,0.7849921615427757,0.7779563244740023,0.2384280186135027,0.24119666079048915,0.32937952712853746,0.2584883850261804,0.17368779280541646,0.17368778916604685,-0.5321502,-0.10766226,-0.28885883,-0.013097253,-0.13754949
250,0,0.18080586,0.3847144312651943,0.2623692956364946,0,0,0,0.8197927790761879,0.9016783279545233,0.18929687494891323,0.13595804549536514,0.2963121491923007,0.1736538224782582,0.18196263278377206,0.1819626280373777,-0.9783425,-0.100681275,-0.27484676,-0.007004288,-0.16824368
251,0,0.588557,0.5592367691890705,0.5768289225537104,1,1,1,0.4534783105123337,0.5534165482549432,0.6100854346610171,0.5148808907020458,0.5830520187344681,0.4782360600909577,0.6753774780611882,0.6753774800755381,-0.0805008,0.48399475,-0.20803477,-0.004889481,0.1492131
252,0,0.1471187,0.35019180986828696,0.22834794695594746,0,0,0,0.9378391860143773,0.8960660589356229,0.0633332462399171,0.10588753314052915,0.25255622631119096,0.18416516952884782,0.07226830361107171,0.07226829998679307,-0.76470727,-0.440135,-0.27062657,-0.013365481,-0.2867674
253,0,0.14772972,0.34558125637264975,0.2268703388265448,0,0,0,0.8755489602987319,0.931932121870235,0.1126151136380017,0.08503545678212665,0.16924479810496723,0.10259665678619512,0.09689370056022657,0.09689369703523429,-1.0392327,-0.3264956,-0.3182082,-0.013948234,-0.07285583
254,1,0.42382136,0.4877399910635127,0.4493888123490959,0,0,0,0.5803824020330408,0.6606494938852346,0.45866237988891534,0.37613287794235206,0.48858521807515476,0.38137024675123277,0.47695149278526633,0.4769514962484308,-0.27735412,-0.04386591,-0.22922754,0.011550181,0.21357125
255,0,0.8470062,0.5975534534275788,0.7472251262593372,1,1,1,0.14321418651049528,0.17617534951042588,0.8617517131981013,0.8175149481808579,0.9055547958544551,0.8462393770971194,0.6842969525823501,0.684296944439251,0.9803606,0.068293974,0.6195155,0.012972525,0.011948027
256,0,0.7510322,0.5792925757184237,0.6823363404279792,1,1,1,0.22710532872377148,0.40209362493455614,0.7821242971269894,0.6679714913894814,0.8525830845204738,0.7141142569519425,0.5953950512942853,0.5953950560011921,0.3022921,0.1880671,0.4436054,0.0032928437,0.1486467
257,0,0.25285685,0.3848902053303617,0.3056701984670599,0,0,0,0.787912102892723,0.810157271115088,0.24026882468041288,0.22966458906010742,0.3900714243110132,0.2803644363926019,0.11341595961746063,0.1134159578091525,-0.66433895,-0.099214606,-0.22621076,-0.02339439,-0.08849489
258,0,0.27352634,0.36962525995192913,0.3119659203355233,0,0,0,0.8435170876199984,0.644993350687197,0.17929763718215241,0.2883653887253482,0.34727284216655324,0.3233584583388724,0.1574568677401365,0.157456863586634,-0.039524946,-0.36346462,-0.24303938,-0.0101620685,-0.33883375
259,0,0.29328218,0.4030218787098391,0.3371780690393632,0,0,0,0.7253745997943448,0.7705892094564556,0.30155268986310246,0.2741521184594077,0.40480113295092424,0.29657942526245573,0.17596479744066523,0.17596480482223756,-0.62217426,0.18342488,-0.24272993,-0.021696268,-0.19454135
260,1,0.41356662,0.42230148668978634,0.41706057213105374,0,0,0,0.6634115031496903,0.6101079165822274,0.37384988997656476,0.3989147591806915,0.4993657801004856,0.4308962994729537,0.21344465058262863,0.21344464810141803,-0.096901074,0.15148874,-0.1851431,-0.019385505,-0.21751992
261,0,0.2949051,0.38546616998991223,0.33112953173192683,0,0,0,0.7942998802595391,0.6824034008593843,0.2348132305380829,0.2942183934187659,0.3773197615181881,0.3287430912386584,0.1657677359725448,0.165767732518695,-0.20049758,-0.24441011,-0.2519688,-0.014081154,-0.1789415
262,0,0.5188125,0.5353700367220606,0.5254355072024809,1,1,1,0.461501623185208,0.6200813207780647,0.5755721902401111,0.45564648968592203,0.6885683933803629,0.515745465415708,0.5291397084009968,0.5291396999360762,-0.2323196,-0.1227208,0.42344052,0.014315006,-0.025650397
263,0,0.32854635,0.4232763605932688,0.3664383632985868,0,0,0,0.6870107180349276,0.7343035473481103,0.3425854763834072,0.304900903497506,0.41754155924493436,0.3189857254676985,0.25185170586815464,0.2518517016836779,-0.48428872,0.087157,-0.2548022,-0.009943129,-0.07111088
264,1,0.8691963,0.6146410620902204,0.7673742380418072,1,1,1,0.11098262065326053,0.13623889078644233,0.9020550359692495,0.854669777171154,0.9278030933144217,0.8744419647730844,0.740854239566631,0.7408542304275291,1.1103437,0.025418058,0.65501887,0.018611347,0.066258
265,0,0.5191936,0.5186260919545167,0.518966602515144,1,1,1,0.5073208005279581,0.5652384533883701,0.542326732173615,0.4588287248058893,0.5794915601404107,0.47337003419799534,0.5586934815083899,0.5586934715877373,0.0039107385,-0.03432696,-0.16592981,0.022460371,0.23247725
266,0,0.24689443,0.3996266477100602,0.3079873195406815,0,0,0,0.7670935198417144,0.8213574579692826,0.2557941027484152,0.220233288135005,0.3706059216214895,0.25794262818416597,0.18629025431854557,0.18629025059476398,-0.716151,-0.055335324,-0.2529999,-0.012643525,-0.09633551
267,0,0.25462666,0.39461411730169293,0.3106216498045883,0,0,0,0.8070141255134089,0.7652930158548354,0.22372988728472432,0.24613755852898597,0.3881337289503573,0.30596084552206415,0.16919861898826638,0.16919861523433197,-0.46338835,-0.14022079,-0.23104976,-0.012443988,-0.24520452
268,0,0.47979406,0.45047156386460285,0.46806508252177803,0,0,0,0.6151217485695584,0.5626409655154747,0.4232333752054599,0.4442743427906962,0.5428332450131945,0.4758934850129092,0.30172795963627946,0.30172796603881824,0.038428985,-0.02558562,-0.15001638,-0.022902025,0.06098696
269,0,0.29337877,0.4074691699670784,0.3390149361581418,0,0,0,0.7475480340880671,0.7425058799622781,0.28213941953877575,0.2798040695990095,0.4002271034326193,0.3146674089482939,0.20733163104626584,0.2073316271559351,-0.4458457,-0.03272403,-0.24989209,-0.011632338,-0.15715654
270,0,0.3715125,0.4319916397250551,0.3957041692700727,0,0,0,0.6638224729131128,0.6852090367083129,0.36998937337120974,0.34596559758787504,0.4664239897924975,0.3718606617321309,0.2622615918968187,0.2622615878766652,-0.32409802,0.037190583,-0.22122908,-0.010818525,-0.024998903
271,0,0.6195448,0.5655451885404137,0.597944975755292,1,1,1,0.373930936570858,0.5019862219289308,0.6555046815649103,0.5486213621511427,0.756497081939311,0.6099152502754467,0.623243735369731,0.6232437254754376,0.101515464,-0.022389421,0.41351858,0.022464925,-0.045713373
272,0,0.4012688,0.4845499850522992,0.4345812889818953,0,0,0,0.5807467298833469,0.6854268437621687,0.4582460657776297,0.36610530839395805,0.5040312073946561,0.37806368238502125,0.4471314814268222,0.44713147339261916,-0.39994583,0.2873202,-0.21000238,0.011776004,-0.1075496
273,0,0.32206628,0.43700984046726077,0.3680437144671625,0,0,0,0.6945971465023806,0.7602868601100773,0.33127053477243495,0.28814116290081637,0.4071516986940292,0.2998096909401142,0.30770620866941206,0.30770621408404264,-0.5895617,-0.016772356,-0.25187325,-0.022779545,0.11847385
274,0,0.19359009,0.3794481048388588,0.2679333017032666,0,0,0,0.8810065239436371,0.821254475251862,0.1376180754301578,0.17690198332452753,0.3357446182875713,0.25921183728954555,0.14801560050259333,0.14801559589703708,-0.5605883,-0.36014688,-0.21967433,-0.007757374,-0.29690307
275,0,0.20182776,0.4153346396884914,0.2872305190524099,0,0,0,0.7832631945122808,0.8794623049409784,0.22737251492702026,0.16117178499395055,0.34838983981979443,0.21568907714039806,0.2722607529108174,0.2722607461185228,-0.87283504,-0.20256355,-0.23785509,0.0045136,-0.08439001
276,0,0.63019055,0.5327430868909862,0.5912115774459086,1,1,1,0.3790244071758891,0.5096169251753029,0.6455584617968332,0.5584519632056194,0.7549091240715357,0.6143664631694369,0.46948690907655016,0.4694869036124121,0.045247745,0.22415614,0.29117936,-0.0024019163,-0.043367513
277,0,0.5178161,0.5258727572526605,0.5210387906299461,1,1,1,0.4444016978301734,0.6511703797813879,0.590010576590353,0.4533990061463341,0.6995858419103342,0.5010129709105972,0.46787719678251577,0.46787719039816456,-0.39348784,0.152108,0.4291954,0.0026455175,-0.13738672
278,0,0.3037168,0.4054996894099677,0.3444299608984933,0,0,0,0.7611909507227985,0.695921056023258,0.2695378930423288,0.29906437130753394,0.3994111334706871,0.33534624844121147,0.21955212481852093,0.21955212035145813,-0.26763856,-0.12023644,-0.24854536,-0.008373882,-0.2030875
279,0,0.1839966,0.38536910673276575,0.26454560740906397,0,0,0,0.7882058468093971,0.9075421254044151,0.21607871455576344,0.12813988144583868,0.29936665146426056,0.15002080906092055,0.2042693527104344,0.20426934775118963,-1.0893626,-0.13772787,-0.25526792,-0.00582241,-0.019540982
280,1,0.86072,0.613392050535755,0.761788807499916,1,1,1,0.19784091812279708,0.13919620167312788,0.8316113334899501,0.8495043507452751,0.8712126110570011,0.8598179394821621,0.74917405481198,0.7491740578042617,1.1467215,-0.057825487,0.7347186,-0.010050641,-0.010501973
281,1,0.44195592,0.44200895914358673,0.4419771380779059,0,0,0,0.6301622965944056,0.583535274572625,0.4064467304870921,0.415078951022009,0.5006309306341068,0.4342912534066118,0.30528155801039036,0.3052815533398988,0.00043619378,-0.02755431,-0.20695736,-0.007084717,-0.010288256
282,1,0.89437103,0.6420558465209586,0.7934449820791476,1,1,1,0.09406209148076455,0.0698833531729704,0.9161611670965094,0.9124273796358253,0.9392823467131047,0.9230480393144581,0.8334975484830305,0.8334975511888782,1.3493087,0.06403018,0.6077732,0.006474668,0.09038064
283,0,0.39012203,0.48576147163794264,0.4283778103386793,0,0,0,0.5969522337922117,0.7031172516103116,0.43912994416364337,0.34305156682882065,0.4711565611134427,0.3516275828129892,0.4749515482207967,0.47495155154018487,-0.4173839,-0.048915036,-0.23176607,0.010482061,0.22256303
